compound_stem,SMILES,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,G13
K67394623,CCOC(=O)c1sc2ncc(cc2c1C)C(=O)c1ccccc1O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67406196,CS(=O)(=O)N(CC(=O)NC1CC1)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67415845,CSc1nc2ccc(cc2s1)S(=O)(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67416856,OC[C@H]1O[C@@H](CC(=O)NC2CCCC2)C[C@@H]2[C@H]1Oc1ccc(NC(=O)NC3CCCC3)cc21,0,0,0,0,0,0,0,0,0,0,0,0,0
K67420122,C1CCCN(CC1)c1nc(nc2ccccc12)-c1ccccn1,1,1,1,1,1,1,1,1,1,1,1,1,1
K67423176,C\C=C\c1ccccc1[C@H]1[C@H](CO)N([C@@H]1C#N)C(=O)Cc1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67424644,O=C(NCc1ccc2[nH]c3CCCCc3c2c1)c1ccc(cc1)S(=O)(=O)N1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67429874,Cc1nnc(NC(=O)CCn2c3ccccc3oc2=O)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67431680,OC[C@@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)C1CCOCC1)c1ccc(cc1)C#CC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67432469,OC[C@H]1[C@H]([C@@H](C#N)N1C(=O)C1CC1)c1ccccc1C1=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67433330,C\C(=N/NC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1)c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67433757,CC(C)CNC(=O)COC(=O)c1[nH]c(C)c(C(C)=O)c1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67444980,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(C)C1)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67450523,O=C(N\N=C\c1cccs1)c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67454499,COCC#Cc1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67455691,CCCNC(=O)N1[C@@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C#Cc1cccc(F)c1,0,0,0,0,0,0,0,1,0,0,1,0,1
K67456272,COCC#Cc1cnc2O[C@H](CN(C)C(=O)NC3CCCC3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67457444,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)Nc3ccccc3)c3ccccc23)N1C(=O)c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67461465,OC[C@H]1[C@@H]([C@H]2CN(CCCCN12)C(=O)Cc1cccnc1)c1ccc(cc1)C#CC1(O)CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67463151,C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,1,0,1,1,1,1,1,1,1,1,1,1,1
K67465060,c1csc(c1)-c1nc(ncc1-c1nnnn1-c1ccccc1)-c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67469854,CCc1cnc(s1)N1[C@@H](CO)[C@H]([C@H]1C#N)c1ccc(cc1)C#CCC1CCCC1,1,0,1,1,1,1,1,1,1,1,1,1,1
K67470245,CN(C)CC#Cc1ccc(cc1)[C@H]1[C@@H](CO)N2CCCCN(C[C@H]12)S(=O)(=O)c1ccccc1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67472692,CCN1CCN([C@@H](C)C1=O)C(=O)CCc1nnc(CCc2ccccc2OC)o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67474389,COc1cccc(c1)C#Cc1cnc2O[C@H](CN(C)C(=O)C3CCCCC3)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,1,0,1,0,1,0,0,1,0,1,1,0,0
K67475012,COc1cc2c(C)nc3n(nc(C)c3c2cc1OC)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67476103,COc1ccc2c(cc3nnnn3c2c1)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67487556,CCCn1nnc2ccccc2c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67489890,OC[C@@H]1[C@H]2Cn3c(ccc(C4=CCCC4)c3=O)[C@H]2N(CC2CC2)[C@H]1C(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67492003,CCOC(=O)C1CCN(CC1)C(=O)c1cccnc1Oc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67499146,CCn1c(SCc2nc(O)c3ccccc3n2)nnc1-c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67501851,C1CCC(CC1)N1CNC(Nc2nc3ccccc3s2)=NC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67507121,OC[C@@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)CC2CC2)N1S(=O)(=O)Cc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67508695,O=C(Nc1cccc(NC(=O)c2ccc3OCCOc3c2)c1)c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67511046,Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67512221,Cc1ccc(CC(=O)NCCCn2ccnc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67513401,CCCCOC(=O)Nc1nc2ccc(OC)cc2s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67514995,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N([C@@H]1C#N)S(=O)(=O)c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67515540,COCCC(=O)N1C[C@H]2CN(C(=O)[C@@H]2C1)c1ccsc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67520820,Cc1nc(COc2ccccc2Cl)sc1-c1ccnc(N)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67522169,CN(C)\C=N\c1nc2nccc(-c3cccs3)n2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67523959,Cc1nn(CCO)c2nc(cc(c12)C(F)(F)F)-c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67531448,COCC(=O)N1C[C@@]2(C1)CN(Cc1cc(F)ccc1F)[C@@H](CO)c1c2c2ccc(OC)cc2n1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67536131,Cc1sc2ncnc(N[C@@H](CCC(O)=O)C(O)=O)c2c1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67536197,OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67537649,COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12,1,1,1,1,1,1,1,1,1,1,1,1,1
K67539486,Cc1cc(C)n(n1)C(=O)N(c1ccccc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67540067,CCn1c(C)nc2cc(ccc12)S(N)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67540378,Cn1nc(Cn2ccnc2)c2CN(Cc12)C(=O)c1ccoc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67541013,COc1cc(cc(OC)c1OC)-c1nnc(COC(=O)c2cccn2C)o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67550710,CCCNC(=O)N1C[C@@]2(C1)CN([C@H](CO)c1[nH]c3cc(OC)ccc3c21)C(=O)CCC,0,0,0,0,0,0,0,0,0,0,0,0,0
K67553393,CCCCOc1ccc(cc1)S(N)(=O)=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67557131,Cc1cc(C)n2cc(c(C(O)=O)c2n1)-c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67559661,O=C(CCCc1c[nH]c2ccccc12)NCc1ccc2OCOc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67559967,O=C(CN1CCc2ccccc2C1)NC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67562347,COc1ccc(cc1)-c1ccc(O)nn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67562867,CCN1CCN(CC1)C(=O)CN1C(=O)c2cccc3cccc1c23,0,0,0,0,0,0,0,0,0,0,0,0,0
K67566344,COc1ccc(cc1CO)-c1ccc2c(nc(nc2n1)N1C[C@H](C)O[C@H](C)C1)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67568919,O=C(COC(=O)CCC1CCCC1)Nc1cccc(c1)S(=O)(=O)N1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67571673,CN1CCN(CCCNC(=O)c2ccc(CS(=O)(=O)c3ccccc3C)o2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67572188,CCCNC(=O)N1CC2(C1)[C@@H]([C@@H](CO)N2C(=O)C1CCCC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67572594,O[C@H]1COC[C@H]2O[C@@H](CC(=O)NCC3CC3)CC[C@@H]2N(CC2CCCCC2)C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67574519,O=C(CCC(=O)c1cccs1)OCc1nc2ccccc2s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67574683,Cc1cccc(c1)C(=O)Nc1nnc(COc2ccccc2)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67575276,OC[C@H]1[C@H]([C@@H]2CN(Cc3ccccn3)CCCCN12)c1ccc(cc1)-c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67575287,CCOc1ccc(cc1C)S(=O)(=O)NCCOC,0,0,0,0,0,0,0,0,0,0,0,0,0
K67576117,OC[C@H]1[C@@H](c2ccccc2)C2(CN(C2)C(=O)C2CCOCC2)N1Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67576220,CCOC(=O)c1c(NS(=O)(=O)Cc2ccccc2)sc2CCCCc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67576425,Clc1cnc(NC(=O)COC(=O)c2ccccc2NC(=O)c2ccco2)c(Cl)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67576955,CC(C)C(=O)c1ccc2nnc3ncn(C4CCCC4)c3c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67577765,Cc1cccc(C)c1OCC(=O)N\N=C\c1cccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67578145,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2c(CC\C2=N/O)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67578681,OC[C@H]1[C@@H]([C@@H]2CN(CCCCN12)C(=O)Nc1cc(F)ccc1F)c1ccc(cc1)-c1cccnc1,0,1,1,1,0,1,1,1,1,0,1,1,1
K67579443,CCS(=O)(=O)N1[C@H](CO)[C@@H]([C@@H]1C#N)c1ccc(cc1)C#CC(C)C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67581827,O=C(COC(=O)c1ccc2OCCOc2c1)NCCc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67582996,COc1ccc(OC)c(CN2CCC(CC2)N2CCC(CC2)C(=O)NC2CC2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67584760,COCCCNc1cc(C)nc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67588131,Oc1c2CCCc2nc2ncnn12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67589194,COc1ccc(NC(=O)COC(=O)CCCc2c[nH]c3ccccc23)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67590711,CCOC(=O)Cc1csc(NC(=O)CC(C)(C)CC(O)=O)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67590721,Cc1nc(CN2CC3(CCN(CC3)C(=O)C3CC3)OCC2=O)cs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67595783,CC(=O)Nc1ccc(OC(=O)N2CCCCC2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67601717,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67605884,CS(=O)(=O)CC(=O)N1C[C@@H]2CN(Cc3ccoc3)CCO[C@@H]2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67606445,COc1ccc(NC(=O)c2cccnc2NCCc2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67606609,OC[C@H]1[C@H](c2ccccc2)C2(CN(C2)C(=O)C2CCOCC2)N1Cc1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67613688,OC[C@H]1[C@@H]([C@H](C#N)N1C(=O)NC1CCCC1)c1ccc(cc1)-c1cccc(F)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67616319,O=C(COC(=O)c1cccs1)NC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67620378,O=C(Oc1ccccc1C(=O)N1CCOCC1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67622458,CC(C)NC(=O)N1C[C@H]2[C@H]([C@@H](CO)N2C(=O)C1)c1ccc(\C=C\c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67622865,COc1ccc(cc1)C(=O)Nc1ccc(cc1)S(=O)(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67627213,O=C(Nc1ccccn1)C1CCN(CC1)C(=O)Nc1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67631272,CCC(=O)N1[C@H](CO)[C@@H]([C@@H]1CNC(=O)CN(C)C)c1ccc(cc1)C1=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67633959,CCCS(=O)(=O)N1CCC2(CC1)CN(c1cnn(C)c1)C(=O)CO2,0,0,0,0,0,0,0,0,0,0,0,0,0
K67637637,CN(C)CC\C=C1\c2ccccc2COc2ccc(CC(O)=O)cc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67638656,CN(Cc1c(nc2ccc(Cl)cn12)C(=O)N1CCc2ccccc2C1)C(C1CC1)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67643581,OC[C@H]1[C@@H]2[C@@H](CN(C(=O)c3cccnc3)c3ccccc23)N1CC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67644125,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,0,0,0,0,0,0,0,0,0,0,1,0,0
K67645388,CC(C)(C)C(=O)N1CCC(O)(CS(=O)(=O)Cc2ccccc2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67647119,COc1cccc(c1)-c1ccc(cc1)[C@H]1[C@H](CO)N2[C@H]1CN(CC2=O)C(=O)C1CCOCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67648207,COc1ccc(cc1)-c1cn2CCCc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67653084,CS(=O)(=O)N1C[C@H]2[C@H]([C@H](CO)N2C(=O)C1)c1ccc(Br)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67659162,Nn1c(SCc2cn3ccccc3n2)nnc1-c1ccncc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67659254,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)CC(F)(F)F)ccc2OC[C@H](C)N(C[C@H]1C)S(=O)(=O)c1cn(C)cn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67661199,Cc1[nH]c2cc(C)ccc2c1C(=O)CNc1nncs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67662618,OC[C@H]1[C@@H]([C@H]2CN(CC(=O)N12)C(=O)C1CCC1)c1ccc(Br)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67663696,O=c1oc2ccccc2n1Cc1ccc(cc1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K67667101,CCCC#Cc1ccc(cc1)[C@@H]1[C@@H](CO)N([C@@H]1C#N)S(=O)(=O)c1cccc(F)c1,1,0,1,1,1,1,1,1,1,1,1,1,1
K67667409,COc1ccc(cc1)C#Cc1ccc2N[C@@H](CO)[C@H]3CCN([C@H]3c2c1)C(=O)C1CCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67668995,[O-][N+](=O)c1cnn(CC(=O)N2CCN(Cc3ccc4OCOc4c3)CC2)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67672806,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(C[C@]31CCN(CC1)S(C)(=O)=O)C(=O)C1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67673854,Oc1c(cc(Cl)c2cccnc12)[N+]([O-])=O,1,1,1,1,1,1,1,1,1,1,1,1,1
K67687828,CCCCCCSc1nsc(NC(C)=O)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67694596,Cn1c(CCN2CCOCC2)nc2cc(NC(=O)c3cccs3)ccc12,0,0,0,0,0,0,0,0,0,0,1,0,0
K67699590,C\C=C\c1ccc(cc1)[C@@H]1[C@H](CO)N([C@@H]1CN(C)C(C)=O)C(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67707537,OC[C@@H]1[C@H]([C@H]2CN(CCCCN12)C(=O)Nc1ccc(F)cc1)c1ccc(cc1)-c1ccc(cc1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K67709706,CC(C)CCc1c(C)nc2ncnn2c1O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67710032,CC(C)N(C)Cc1ncn2CCCN(Cc12)S(=O)(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67710564,O=C(Nc1cccc(c1)S(=O)(=O)N1CCOCC1)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67715701,CS(=O)(=O)c1ccc(N)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67716771,O=C(Nc1ccc2oc(nc2c1)-c1cccc2ccccc12)c1nc[nH]n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67718493,C\C=C\c1ccc(cc1)[C@H]1[C@@H](CO)N[C@@H]1CNC(=O)c1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K67718916,CO[C@H]1CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3OC)ccc2OC[C@@H](C)NC[C@H]1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67728974,CCC(=O)N1[C@H](CO)[C@@H]([C@@H]1CN(C)C(C)=O)c1ccc(cc1)C1=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67731017,CCOC(=O)c1ccc(c(NC(=O)c2ccc(Cl)cc2)c1)-n1ccnc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67731562,COCC(=O)N1[C@H](CO)[C@H]([C@@H]1C#N)c1ccc(cc1)C#Cc1ccccc1F,1,1,1,1,1,1,1,1,1,1,1,1,1
K67734526,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c1cccnc1)c1ccc(cc1)C#CCC1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67740784,CCCC(=O)N1CCc2c(CNS(C)(=O)=O)cncc2C1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67743334,[O-][N+](=O)c1ccccc1OCC(=O)N\N=C\c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67743468,O=C(N[C@@H]1C[C@H]2CC[C@@H]1C2)c1ccco1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67743943,COc1cccc2sc(NC(=O)c3ccc(cc3)S(=O)(=O)N3CCOCC3)nc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67745936,CCC(CC)NC(=O)c1cccc(c1C)[N+]([O-])=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67748685,O=C(NCc1nc(no1)-c1ccccc1)c1cccs1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67748857,CCC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2C(=O)COC)c1ccc(cc1)C1=CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67750717,O=C(Nc1ccc(cc1)S(=O)(=O)N1CCc2ccccc2C1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67752476,COc1ccc2c3c([C@@H](CO)N(C[C@]33CCN(CC3)S(=O)(=O)c3ccccc3)C(=O)c3cccnc3)n(C)c2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67759383,Cn1nnc(NC(=O)c2cccs2)n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67760137,Cc1cccc(c1)S(=O)(=O)N1CCn2cnc(COCC3CC3)c2C1,0,0,0,1,1,0,0,0,0,0,1,0,0
K67763841,OC[C@@H]1[C@H]2[C@H](CN(C(=O)C3CCOCC3)c3ccccc23)N1C(=O)Nc1ccccc1F,0,0,0,0,0,0,0,0,0,0,0,0,0
K67767374,Cc1cc2cc(CNC(=O)c3ccc(cc3)S(=O)(=O)N3CCOCC3)ccc2n1C,1,0,1,1,1,1,1,1,1,1,1,1,0
K67767935,O=C(N1CCCCCC1)c1ccc(NS(=O)(=O)c2ccccc2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67768917,COc1ccc(cc1)-n1ncc2c(ncnc12)N1CCc2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67772763,COc1ccc2-c3n[nH]c(C(O)=O)c3CCc2c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67776920,CCCC(=O)N=c1sc2c(OC)ccc(OC)c2n1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67777496,O=C(Nc1cccnc1)c1scc2OCCOc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67778494,O=C(Cn1c2ccccc2c2nc3SCCn3c(=O)c12)N1CCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67779658,CCCNC(=O)N1C[C@]2(CN(C)C2)c2c([C@@H]1CO)n(C)c1cc(OC)ccc21,0,0,0,0,0,0,0,0,0,0,0,0,0
K67780795,OC[C@H]1O[C@H](CCNS(=O)(=O)c2ccc(F)cc2)CC[C@H]1NC(=O)C1CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67782853,O=C(Nc1ccc2CCCc2c1)c1cc2ccccc2o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67782855,O=C(Nc1nnc(C2CC2)s1)c1ccnn1C,0,0,0,0,0,0,0,0,0,0,0,0,0
K67783091,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67788025,Cc1nc2cc(NC(=O)N3CCN(CC3)c3ccccn3)ccc2o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67793065,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C)C[C@]31CN(C1)S(=O)(=O)c1cn(C)cn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67794838,COc1cccc(c1)-c1ccc2N[C@H](CO)[C@@H]3CCN([C@@H]3c2c1)C(=O)C1CCCCC1,1,0,1,1,1,1,1,1,1,1,1,1,1
K67796158,COCC(=O)N1CCCn2c(C1)nc(CN1CCCC1)cc2=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67797380,COc1ccc(cc1)S(=O)(=O)N1CC[C@H]2[C@@H]1c1cc(ccc1N[C@@H]2CO)-c1cccc(c1)C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K67802528,CO[C@H]1CCN(Cc2c(C)noc2C)[C@H]2CN(Cc3cccnc3)C[C@@H]12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67810897,Clc1ccc(cc1)C(=O)N1CCC2(CC1)COCCN(Cc1ccncc1)C2,0,0,0,0,0,0,0,0,0,0,0,0,0
K67815181,COc1ccccc1NC(=O)N1C[C@@H]2[C@@H]([C@H](CO)N2CC2CCOCC2)c2ccccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67815695,OC[C@@H]1[C@@H]([C@@H](C#N)N1C(=O)c1cccnc1)c1ccccc1,0,0,0,0,0,0,0,0,0,0,1,0,0
K67817131,Cn1c(CCNC(=O)c2ccco2)nc2cc(NC(=O)NC3CCCCC3)ccc12,0,0,0,0,0,0,0,0,0,0,0,0,0
K67818421,O=C(Cc1c[nH]c2ccccc12)Nc1cccc(c1)S(=O)(=O)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67819073,CC(C)N(C)Cc1cnc2CN(CCn12)S(=O)(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67826440,CS(=O)(=O)N1CCC2(CC(C2)Nc2ncccn2)CC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67830444,Fc1ccc(NC(=O)CN2CCc3cc4OCCCOc4cc3C2)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67834225,O=C(NCCC1=CCCCC1)C1CCN(CC1)c1nc2ccccc2o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67835515,C[C@@H](C(=O)NCCCCCC(O)=O)n1nnc2ccccc2c1=O,0,0,0,0,0,0,0,0,0,0,0,0,0
K67841382,CCNC(=O)C[C@@H]1CC[C@H]2[C@H](COc3ccc(NC(=O)Nc4ccccc4F)cc3C(=O)N2C)O1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67845812,COc1ccc(OC)c(c1)S(=O)(=O)NCc1ccccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67856393,COc1cc(ncn1)N1CC[C@H](O)[C@@H]1Cc1cnn(C)c1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67862841,CC(C)(C)C(=O)Nc1sc2CCCCCc2c1C#N,0,0,0,0,0,0,0,0,0,0,0,0,0
K67863009,COc1ccc(cc1)-c1ccc(cc1)[C@H]1[C@H](CO)N([C@H]1C#N)C(=O)NC1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67864867,Cc1ccc(CN2C[C@H](OCc3ccccn3)[C@@H]3COC[C@H]23)o1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67868333,CCC(=O)N1[C@H](CO)[C@H](c2ccccc2)C11CN(C1)C(=O)c1cnccn1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67868757,CCOC(=O)CNc1ccc(OC(F)(F)F)cc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67869539,CCCCC(=O)Nc1ncc(Br)s1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67871614,O=C(NCCCn1ccnc1)c1ccc(cc1)-c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67876379,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(C[C@]31CN(C1)C(=O)NC(C)C)C(=O)c1ccccc1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67877869,Cc1cc(C)n2nc(SCc3nnc(o3)-c3ccc(F)cc3)nc2n1,0,0,0,0,0,0,0,0,0,0,0,0,0
K67880851,Clc1ccc2[nH]c(nc2c1)N1CCCCC1,0,0,0,0,0,0,0,0,0,0,0,0,0
